District_ID,DISTRICT,State_ID
3660,NAMAKKAL,33
3675,THIRUVARUR,33
3699,CHENNAI RLY.,33
3706,THIRUNELVELI RURAL,33
3709,KRISHNAGIRI,33
3726,PERAMBALUR,33
3729,TRICHY RLY.,33
3738,ERODE,33
3743,THIRUNELVELI RURAL,33
3820,NILGIRIS,33
3824,PERAMBALUR,33
3831,VIRUDHUNAGAR,33
3846,COIMBATORE URBAN,33
3865,THOOTHUGUDI,33
3891,THIRUVARUR,33
3904,COIMBATORE URBAN,33
3906,KANCHIPURAM,33
3916,TRICHY RLY.,33
3943,RAMNATHAPURAM,33
3956,CHENNAI RLY.,33
3990,DHARMAPURI,33
4018,KANYAKUMARI,33
4027,TRICHY URBAN,33
4032,MADURAI URBAN,33
4045,THIRUNELVELI URBAN,33
4107,VILLUPURAM,33
4150,KRISHNAGIRI,33
4221,COIMBATORE RURAL,33
4240,SALEM RURAL,33
4248,KRISHNAGIRI,33
4281,THIRUVARUR,33
4291,CUDDALORE,33
4342,SALEM URBAN,33
4344,NAGAPATTINAM,33
4380,THANJAVUR,33
4415,VILLUPURAM,33
4455,DINDIGUL,33
4484,CHENNAI,33
4522,THENI,33
4546,VIRUDHUNAGAR,33
4550,KANCHIPURAM,33
4551,MADURAI URBAN,33
4572,PERAMBALUR,33
4622,ERODE,33
4648,COIMBATORE RURAL,33
4658,KANCHIPURAM,33
4666,VELLORE,33
4699,THIRUVANNAMALAI,33
4713,RAMNATHAPURAM,33
4715,ERODE,33
4732,COIMBATORE URBAN,33
4748,MADURAI URBAN,33
4751,THOOTHUGUDI,33
4772,VELLORE,33
4795,SIVAGANGAI,33
4807,CUDDALORE,33
4821,THIRUNELVELI URBAN,33
4844,COIMBATORE RURAL,33
4892,NILGIRIS,33
4944,THIRUNELVELI URBAN,33
5010,DINDIGUL,33
5012,RAMNATHAPURAM,33
5020,TOTAL,33
5039,THANJAVUR,33
5060,KANYAKUMARI,33
5062,TRICHY RURAL,33
5070,VELLORE,33
5080,VILLUPURAM,33
5086,TOTAL,33
5093,THIRUVALLUR,33
5126,THIRUVANNAMALAI,33
5152,PUDUKOTTAI,33
5157,THIRUNELVELI URBAN,33
5173,KARUR,33
5188,COIMBATORE URBAN,33
5218,SALEM URBAN,33
5232,CHENNAI RLY.,33
5245,TRICHY RURAL,33
5250,NILGIRIS,33
5251,VILLUPURAM,33
5258,THIRUVANNAMALAI,33
5275,THENI,33
5289,DINDIGUL,33
5310,THIRUVALLUR,33
5347,ARIYALUR,33
5355,CHENNAI,33
5381,CUDDALORE,33
5384,SALEM URBAN,33
5385,DHARMAPURI,33
5388,KANCHIPURAM,33
5431,THOOTHUGUDI,33
5439,VILLUPURAM,33
5458,ARIYALUR,33
5467,KARUR,33
5482,SALEM URBAN,33
5485,KARUR,33
5505,ERODE,33
5510,KANYAKUMARI,33
5521,SALEM RURAL,33
5530,SALEM RURAL,33
5534,TRICHY RLY.,33
5554,THIRUVARUR,33
5565,THIRUVALLUR,33
5573,THIRUVALLUR,33
5593,NAMAKKAL,33
5596,MADURAI RURAL,33
5599,TOTAL,33
5609,THIRUVARUR,33
5612,DHARMAPURI,33
5621,DINDIGUL,33
5624,KRISHNAGIRI,33
5645,COIMBATORE RURAL,33
5692,MADURAI URBAN,33
5706,VILLUPURAM,33
5715,SALEM RURAL,33
5766,CHENNAI RLY.,33
5799,KARUR,33
5804,PERAMBALUR,33
5816,PUDUKOTTAI,33
5864,TRICHY RURAL,33
5879,THIRUNELVELI RURAL,33
5880,THANJAVUR,33
5910,MADURAI URBAN,33
5923,TRICHY RLY.,33
5942,MADURAI URBAN,33
5954,KARUR,33
5964,THENI,33
6004,THANJAVUR,33
6023,CHENNAI RLY.,33
6032,VELLORE,33
6033,MADURAI RURAL,33
6037,CHENNAI,33
6054,KRISHNAGIRI,33
6057,SALEM RURAL,33
6060,PERAMBALUR,33
6092,THIRUNELVELI RURAL,33
6122,RAMNATHAPURAM,33
6123,COIMBATORE RURAL,33
6135,ARIYALUR,33
6156,VIRUDHUNAGAR,33
6176,MADURAI URBAN,33
6230,THOOTHUGUDI,33
6253,DINDIGUL,33
6316,SALEM RURAL,33
6329,KANCHIPURAM,33
6371,THENI,33
6386,PERAMBALUR,33
6397,ERODE,33
6419,CUDDALORE,33
6456,THANJAVUR,33
6502,NAMAKKAL,33
6513,PUDUKOTTAI,33
6515,PUDUKOTTAI,33
6519,TRICHY URBAN,33
6542,TRICHY RURAL,33
6552,THIRUVALLUR,33
6580,THOOTHUGUDI,33
6599,NAMAKKAL,33
6605,VIRUDHUNAGAR,33
6625,THANJAVUR,33
6656,THIRUVALLUR,33
6663,SALEM URBAN,33
6667,THIRUVALLUR,33
6675,THENI,33
6694,VELLORE,33
6718,TRICHY RURAL,33
6792,TOTAL,33
6818,THIRUNELVELI URBAN,33
6819,KANYAKUMARI,33
6858,THIRUVARUR,33
6883,DINDIGUL,33
6894,ERODE,33
6948,KANCHIPURAM,33
6957,CUDDALORE,33
6972,TRICHY RURAL,33
6976,NAMAKKAL,33
7003,THANJAVUR,33
7007,DHARMAPURI,33
7082,SALEM URBAN,33
7089,CUDDALORE,33
7101,NAGAPATTINAM,33
7115,THIRUNELVELI RURAL,33
7119,VELLORE,33
7124,CHENNAI,33
7133,TRICHY RLY.,33
7243,PUDUKOTTAI,33
7249,PUDUKOTTAI,33
7257,MADURAI URBAN,33
7269,TRICHY RURAL,33
7279,KARUR,33
7341,VELLORE,33
7355,NILGIRIS,33
7368,PUDUKOTTAI,33
7383,KARUR,33
7391,SALEM RURAL,33
7404,KRISHNAGIRI,33
7423,PUDUKOTTAI,33
7436,THIRUNELVELI URBAN,33
7444,THENI,33
7446,PUDUKOTTAI,33
7542,THIRUNELVELI URBAN,33
7550,THENI,33
7552,TOTAL,33
7571,CHENGAI,33
7589,KANCHIPURAM,33
7600,RAMNATHAPURAM,33
7633,CHENNAI RLY.,33
7665,CHENNAI,33
7701,CHENGAI,33
7720,CUDDALORE,33
7731,RAMNATHAPURAM,33
7735,PERAMBALUR,33
7745,PERAMBALUR,33
7766,NAGAPATTINAM,33
7810,THENI,33
7812,THOOTHUGUDI,33
7817,ARIYALUR,33
7830,SALEM URBAN,33
7842,NAGAPATTINAM,33
7844,SALEM RURAL,33
7853,THIRUVARUR,33
7860,SIVAGANGAI,33
7861,THIRUVANNAMALAI,33
7864,THIRUVARUR,33
7870,ERODE,33
7940,VELLORE,33
7985,ERODE,33
7992,RAMNATHAPURAM,33
8020,TRICHY URBAN,33
8026,NAMAKKAL,33
8027,DINDIGUL,33
8032,VIRUDHUNAGAR,33
8061,COIMBATORE URBAN,33
8078,THIRUVARUR,33
8079,THIRUNELVELI RURAL,33
8086,COIMBATORE URBAN,33
8095,CHENNAI RLY.,33
8102,MADURAI RURAL,33
8107,COIMBATORE RURAL,33
8114,MADURAI RURAL,33
8124,NAGAPATTINAM,33
8146,TRICHY URBAN,33
8167,THIRUVANNAMALAI,33
8187,THIRUNELVELI RURAL,33
8190,PUDUKOTTAI,33
8213,ERODE,33
8223,SALEM RURAL,33
8251,VILLUPURAM,33
8303,CHENNAI,33
8328,COIMBATORE URBAN,33
8335,PERAMBALUR,33
8387,TOTAL,33
8389,COIMBATORE RURAL,33
8395,THIRUVANNAMALAI,33
8443,PERAMBALUR,33
8479,THIRUNELVELI URBAN,33
8487,MADURAI RURAL,33
8569,TRICHY URBAN,33
8588,RAMNATHAPURAM,33
8608,VIRUDHUNAGAR,33
8612,MADURAI RURAL,33
8625,CHENNAI RLY.,33
8639,KANCHIPURAM,33
8641,VILLUPURAM,33
8658,THENI,33
8675,KARUR,33
8694,TRICHY URBAN,33
8699,VIRUDHUNAGAR,33
8700,NAGAPATTINAM,33
8718,KRISHNAGIRI,33
8768,DHARMAPURI,33
8808,THIRUVALLUR,33
8814,TRICHY URBAN,33
8825,KANCHIPURAM,33
8838,PERAMBALUR,33
8846,DINDIGUL,33
8848,KANYAKUMARI,33
8856,CHENNAI,33
8915,CHENNAI RLY.,33
8960,DHARMAPURI,33
8961,TRICHY RLY.,33
8967,NAMAKKAL,33
8984,CHENGAI,33
9010,VELLORE,33
9012,KARUR,33
9015,VILLUPURAM,33
9034,DINDIGUL,33
9071,THOOTHUGUDI,33
9073,THENI,33
9075,THIRUVARUR,33
9119,SIVAGANGAI,33
9120,THIRUNELVELI URBAN,33
9141,SIVAGANGAI,33
9161,SALEM RURAL,33
9165,NAGAPATTINAM,33
9166,CUDDALORE,33
9169,DHARMAPURI,33
9189,DINDIGUL,33
9205,COIMBATORE RURAL,33
9272,PUDUKOTTAI,33
9334,VIRUDHUNAGAR,33
9345,TOTAL,33
9352,TIRUPPUR,33
9355,SALEM URBAN,33
9366,TIRUPPUR,33
9378,THIRUVARUR,33
9395,CHENNAI RLY.,33
9463,KRISHNAGIRI,33
9464,THANJAVUR,33
9468,COIMBATORE URBAN,33
9498,COIMBATORE RURAL,33
9508,COIMBATORE URBAN,33
9523,THENI,33
9526,THIRUVANNAMALAI,33
9534,NILGIRIS,33
9620,VIRUDHUNAGAR,33
9621,THIRUVALLUR,33
9632,NAGAPATTINAM,33
9652,THIRUVALLUR,33
9653,THIRUVALLUR,33
9658,THIRUVARUR,33
9684,VIRUDHUNAGAR,33
9690,THOOTHUGUDI,33
9726,THIRUVANNAMALAI,33
9743,ERODE,33
9766,DHARMAPURI,33
9781,SIVAGANGAI,33
9783,VELLORE,33
9816,THIRUNELVELI URBAN,33
9826,NAGAPATTINAM,33
218,TOTAL,32
333,NORTH,32
486,EAST,32
499,WEST,32
506,NORTH,32
678,SOUTH,32
779,SOUTH,32
882,WEST,32
910,TOTAL,32
1132,TOTAL,32
1178,WEST,32
1348,SOUTH,32
1365,EAST,32
1580,EAST,32
1589,WEST,32
1646,TOTAL,32
2037,EAST,32
2155,EAST,32
2313,TOTAL,32
2389,NORTH,32
2397,EAST,32
3098,SOUTH,32
3099,EAST,32
3557,SOUTH,32
3635,WEST,32
3862,NORTH,32
3939,NORTH,32
4084,WEST,32
4097,WEST,32
4108,EAST,32
4189,EAST,32
4218,EAST,32
4244,NORTH,32
4420,TOTAL,32
4698,TOTAL,32
4733,SOUTH,32
4896,SOUTH,32
4976,NORTH,32
5170,TOTAL,32
5487,TOTAL,32
5669,EAST,32
5699,TOTAL,32
5741,SOUTH,32
5785,EAST,32
5928,NORTH,32
6005,SOUTH,32
6396,WEST,32
6440,NORTH,32
6628,TOTAL,32
6852,WEST,32
6929,TOTAL,32
7160,WEST,32
7380,SOUTH,32
7464,WEST,32
7471,WEST,32
7531,TOTAL,32
7634,NORTH,32
7688,SOUTH,32
8141,SOUTH,32
8351,EAST,32
8867,SOUTH,32
9287,WEST,32
9292,NORTH,32
9503,NORTH,32
9505,NORTH,32
30,CHANGLANG,4
88,ANJAW,4
94,TIRAP,4
99,SUBANSIRI LOWER,4
191,KAMENG WEST,4
209,TIRAP,4
274,TAWANG,4
339,TAWANG,4
425,KAMENG WEST,4
437,SUBANSIRI LOWER,4
457,UPPER DIBANG VALLEY,4
610,SIANG WEST,4
616,PAPUM PARE,4
639,SIANG UPPER,4
647,CHANGLANG,4
721,DIBANG VALLEY,4
740,KAMENG EAST,4
778,TIRAP,4
792,LOHIT,4
794,SUBANSIRI UPPER,4
817,DIBANG VALLEY,4
828,RURAL,4
851,K/KUMEY,4
860,KAMENG EAST,4
956,SIANG WEST,4
969,KAMENG EAST,4
971,LONGDING,4
1004,K/KUMEY,4
1012,DIBANG VALLEY,4
1019,K/KUMEY,4
1031,SIANG UPPER,4
1186,LOHIT,4
1267,PAPUM PARE,4
1293,LOHIT,4
1357,LOHIT,4
1471,TIRAP,4
1481,DIBANG VALLEY,4
1502,PAPUM PARE,4
1521,TIRAP,4
1531,SIANG EAST,4
1572,SIANG WEST,4
1597,SIANG EAST,4
1607,KAMENG WEST,4
1671,LOHIT,4
1701,SIANG UPPER,4
1744,KAMENG EAST,4
1810,KAMENG EAST,4
1878,KAMENG WEST,4
1890,SIANG EAST,4
1964,PAPUM PARE,4
2005,SIANG EAST,4
2094,TOTAL,4
2095,LOHIT,4
2159,SUBANSIRI UPPER,4
2244,TAWANG,4
2275,SUBANSIRI LOWER,4
2362,RURAL,4
2465,UPPER DIBANG VALLEY,4
2468,K/KUMEY,4
2568,ANJAW,4
2682,SIANG UPPER,4
2690,KAMENG WEST,4
2782,SIANG UPPER,4
2817,LOHIT,4
2828,SIANG UPPER,4
2869,CHANGLANG,4
2870,SUBANSIRI LOWER,4
2961,TOTAL,4
2980,SIANG WEST,4
2993,K/KUMEY,4
3045,TIRAP,4
3150,UPPER DIBANG VALLEY,4
3174,LOHIT,4
3200,DIBANG VALLEY,4
3224,SIANG EAST,4
3245,SIANG WEST,4
3269,SIANG WEST,4
3307,TAWANG,4
3354,CHANGLANG,4
3376,UPPER DIBANG VALLEY,4
3398,SIANG UPPER,4
3513,DIBANG VALLEY,4
3598,TAWANG,4
3677,SIANG EAST,4
3688,KAMENG EAST,4
3721,PAPUM PARE,4
3722,TOTAL,4
3806,K/KUMEY,4
3814,ANJAW,4
3985,SIANG WEST,4
4078,SIANG EAST,4
4139,CHANGLANG,4
4143,KAMENG EAST,4
4201,KAMENG WEST,4
4397,TIRAP,4
4425,SIANG UPPER,4
4439,LOHIT,4
4445,RURAL,4
4508,SIANG EAST,4
4541,PAPUM PARE,4
4574,SUBANSIRI LOWER,4
4650,KAMENG WEST,4
4696,SIANG UPPER,4
4747,LOHIT,4
4826,TAWANG,4
4906,K/KUMEY,4
4917,CHANGLANG,4
4919,TIRAP,4
4924,SIANG EAST,4
4950,TAWANG,4
5059,K/KUMEY,4
5106,SIANG WEST,4
5112,CHANGLANG,4
5115,K/KUMEY,4
5166,CHANGLANG,4
5222,SIANG UPPER,4
5294,RURAL,4
5378,CHANGLANG,4
5383,SIANG UPPER,4
5422,TOTAL,4
5479,CHANGLANG,4
5498,SUBANSIRI UPPER,4
5501,K/KUMEY,4
5503,TOTAL,4
5542,TIRAP,4
5548,KAMENG EAST,4
5574,PAPUM PARE,4
5580,PAPUM PARE,4
5591,TAWANG,4
5666,SIANG WEST,4
5829,KAMENG WEST,4
5865,DIBANG VALLEY,4
5881,KAMENG WEST,4
5882,SIANG EAST,4
5935,UPPER DIBANG VALLEY,4
5937,UPPER DIBANG VALLEY,4
6003,CHANGLANG,4
6064,LOHIT,4
6175,DIBANG VALLEY,4
6184,KAMENG EAST,4
6307,TAWANG,4
6425,TOTAL,4
6494,KAMENG WEST,4
6562,TIRAP,4
6582,KAMENG EAST,4
6606,ANJAW,4
6636,CHANGLANG,4
6659,DIBANG VALLEY,4
6710,SIANG WEST,4
6741,SUBANSIRI UPPER,4
6770,TIRAP,4
6785,UPPER DIBANG VALLEY,4
6824,LOHIT,4
6838,PAPUM PARE,4
6940,KAMENG WEST,4
7015,TAWANG,4
7051,SIANG WEST,4
7086,KAMENG WEST,4
7125,CHANGLANG,4
7132,SUBANSIRI UPPER,4
7137,ANJAW,4
7143,UPPER DIBANG VALLEY,4
7175,SUBANSIRI UPPER,4
7196,SIANG UPPER,4
7210,SUBANSIRI LOWER,4
7362,SIANG WEST,4
7398,SUBANSIRI LOWER,4
7415,PAPUM PARE,4
7437,TOTAL,4
7472,SUBANSIRI UPPER,4
7486,SIANG WEST,4
7495,SIANG UPPER,4
7525,SUBANSIRI UPPER,4
7624,UPPER DIBANG VALLEY,4
7762,UPPER DIBANG VALLEY,4
7869,TOTAL,4
7873,DIBANG VALLEY,4
7950,PAPUM PARE,4
7963,SUBANSIRI UPPER,4
8092,SIANG EAST,4
8106,SUBANSIRI LOWER,4
8115,PAPUM PARE,4
8160,TAWANG,4
8220,KAMENG WEST,4
8274,TOTAL,4
8312,DIBANG VALLEY,4
8348,TAWANG,4
8367,SUBANSIRI UPPER,4
8369,SUBANSIRI UPPER,4
8492,KAMENG EAST,4
8539,KAMENG EAST,4
8542,SUBANSIRI LOWER,4
8580,SUBANSIRI UPPER,4
8604,K/KUMEY,4
8637,TOTAL,4
8725,LOHIT,4
8755,SUBANSIRI UPPER,4
8760,SUBANSIRI LOWER,4
8766,TOTAL,4
8774,SUBANSIRI LOWER,4
8937,UPPER DIBANG VALLEY,4
9044,SUBANSIRI LOWER,4
9053,PAPUM PARE,4
9062,SIANG EAST,4
9146,TOTAL,4
9151,DIBANG VALLEY,4
9313,SUBANSIRI LOWER,4
9414,TIRAP,4
9506,DIBANG VALLEY,4
9593,TAWANG,4
9668,KAMENG EAST,4
9680,TOTAL,4
9800,TIRAP,4
9822,SIANG EAST,4
54,FATEHABAD,15
113,SIRSA,15
115,HISSAR,15
119,BHIWANI,15
181,YAMUNANAGAR,15
204,MEWAT,15
221,GURGAON,15
328,YAMUNANAGAR,15
394,KARNAL,15
442,MEWAT,15
452,HISSAR,15
477,AMBALA,15
519,KAITHAL,15
540,TOTAL,15
561,HISSAR,15
569,SONIPAT,15
573,KAITHAL,15
588,KAITHAL,15
615,BHIWANI,15
623,JIND,15
644,GRP,15
726,JHAJJAR,15
751,MEWAT,15
763,GRP,15
801,TOTAL,15
847,MEWAT,15
1003,FATEHABAD,15
1018,FARIDABAD,15
1145,FATEHABAD,15
1165,PANCHKULA,15
1247,KURUKSHETRA,15
1251,TOTAL,15
1258,KAITHAL,15
1341,KAITHAL,15
1421,SIRSA,15
1449,PANIPAT,15
1453,JIND,15
1467,ROHTAK,15
1472,ROHTAK,15
1482,SIRSA,15
1495,PANIPAT,15
1524,MAHENDRAGARH,15
1554,JIND,15
1595,GURGAON,15
1637,TOTAL,15
1649,ROHTAK,15
1654,SONIPAT,15
1703,SIRSA,15
1705,JHAJJAR,15
1708,REWARI,15
1732,PANIPAT,15
1734,SIRSA,15
1760,GRP,15
1815,KARNAL,15
1835,KURUKSHETRA,15
1871,SONIPAT,15
1914,GRP,15
1933,HISSAR,15
1947,SONIPAT,15
1991,FARIDABAD,15
2000,KARNAL,15
2027,JHAJJAR,15
2101,MAHENDRAGARH,15
2110,GRP,15
2127,FARIDABAD,15
2129,KAITHAL,15
2192,SONIPAT,15
2292,PALWAL,15
2365,SIRSA,15
2387,FARIDABAD,15
2435,REWARI,15
2555,PANCHKULA,15
2561,BHIWANI,15
2606,ROHTAK,15
2607,KURUKSHETRA,15
2630,SIRSA,15
2834,MEWAT,15
2840,KAITHAL,15
2878,SIRSA,15
2881,MAHENDRAGARH,15
2960,FATEHABAD,15
2976,PALWAL,15
3011,GURGAON,15
3021,YAMUNANAGAR,15
3033,PANIPAT,15
3036,KAITHAL,15
3043,TOTAL,15
3050,BHIWANI,15
3081,KURUKSHETRA,15
3082,YAMUNANAGAR,15
3106,PANIPAT,15
3118,MAHENDRAGARH,15
3190,PALWAL,15
3197,MAHENDRAGARH,15
3277,JHAJJAR,15
3284,KARNAL,15
3305,JHAJJAR,15
3340,HISSAR,15
3359,KARNAL,15
3364,REWARI,15
3378,FATEHABAD,15
3429,PANCHKULA,15
3490,ROHTAK,15
3539,TOTAL,15
3551,AMBALA,15
3554,SIRSA,15
3567,MAHENDRAGARH,15
3601,JHAJJAR,15
3629,MAHENDRAGARH,15
3693,GURGAON,15
3705,KARNAL,15
3707,REWARI,15
3710,TOTAL,15
3811,HISSAR,15
3830,KURUKSHETRA,15
3851,KARNAL,15
3922,KURUKSHETRA,15
3954,FARIDABAD,15
3967,JIND,15
4050,MEWAT,15
4088,SONIPAT,15
4101,TOTAL,15
4102,BHIWANI,15
4110,GRP,15
4121,JHAJJAR,15
4177,SONIPAT,15
4307,YAMUNANAGAR,15
4322,PANIPAT,15
4351,MAHENDRAGARH,15
4365,REWARI,15
4368,SONIPAT,15
4376,HISAR,15
4378,BHIWANI,15
4448,KURUKSHETRA,15
4506,TOTAL,15
4529,JIND,15
4597,REWARI,15
4680,MAHENDRAGARH,15
4798,PANIPAT,15
4811,FATEHABAD,15
4910,AMBALA,15
4923,JHAJJAR,15
4929,AMBALA,15
4968,GURGAON,15
4973,FARIDABAD,15
4974,FATEHABAD,15
5008,PANIPAT,15
5022,SONIPAT,15
5110,PANCHKULA,15
5241,GRP,15
5268,PALWAL,15
5356,FARIDABAD,15
5358,JIND,15
5363,PANCHKULA,15
5371,PANIPAT,15
5372,PANCHKULA,15
5392,JHAJJAR,15
5406,SONIPAT,15
5473,FATEHABAD,15
5509,PANCHKULA,15
5623,FATEHABAD,15
5633,REWARI,15
5731,JHAJJAR,15
5764,SONIPAT,15
5852,ROHTAK,15
5919,JIND,15
5953,TOTAL,15
6078,FARIDABAD,15
6080,GURGAON,15
6104,JHAJJAR,15
6224,TOTAL,15
6240,BHIWANI,15
6282,FARIDABAD,15
6381,PALWAL,15
6401,HISSAR,15
6433,ROHTAK,15
6467,SIRSA,15
6477,JIND,15
6504,KURUKSHETRA,15
6514,BHIWANI,15
6543,GRP,15
6553,YAMUNANAGAR,15
6566,KURUKSHETRA,15
6567,GRP,15
6589,BHIWANI,15
6609,GRP,15
6614,GURGAON,15
6652,GURGAON,15
6657,PALWAL,15
6680,KAITHAL,15
6754,PANCHKULA,15
6758,JIND,15
6836,GURGAON,15
6888,YAMUNANAGAR,15
6918,ROHTAK,15
6932,AMBALA,15
6978,JHAJJAR,15
6993,KAITHAL,15
7005,GURGAON,15
7019,FARIDABAD,15
7039,KARNAL,15
7045,SIRSA,15
7046,MEWAT,15
7112,PANCHKULA,15
7191,MEWAT,15
7195,HISSAR,15
7239,AMBALA,15
7272,ROHTAK,15
7288,REWARI,15
7300,I&P HARYANA,15
7312,ROHTAK,15
7359,AMBALA,15
7367,HISSAR,15
7375,MEWAT,15
7403,ROHTAK,15
7431,FATEHABAD,15
7433,KURUKSHETRA,15
7467,BHIWANI,15
7470,ROHTAK,15
7499,AMBALA,15
7501,SONIPAT,15
7509,GURGAON,15
7521,KARNAL,15
7659,AMBALA,15
7666,JIND,15
7718,HISSAR,15
7798,REWARI,15
7829,TOTAL,15
7846,REWARI,15
7866,ROHTAK,15
7905,AMBALA RURAL,15
7952,SONIPAT,15
7966,JIND,15
7982,GRP,15
7991,YAMUNANAGAR,15
7995,BHIWANI,15
8007,MAHENDRAGARH,15
8028,REWARI,15
8048,JIND,15
8084,HISSAR,15
8176,REWARI,15
8215,GRP,15
8228,JIND,15
8232,FARIDABAD,15
8239,FARIDABAD,15
8250,GRP,15
8279,PANIPAT,15
8281,KURUKSHETRA,15
8297,KURUKSHETRA,15
8323,PANCHKULA,15
8456,KAITHAL,15
8462,KARNAL,15
8586,MAHENDRAGARH,15
8594,PANIPAT,15
8627,BHIWANI,15
8642,SIRSA,15
8688,PANIPAT,15
8710,YAMUNANAGAR,15
8784,AMBALA RURAL,15
8833,FATEHABAD,15
8922,YAMUNANAGAR,15
8927,FATEHABAD,15
8947,MAHENDERGARH,15
8988,KAITHAL,15
9020,MAHENDRAGARH,15
9063,TOTAL,15
9085,KARNAL,15
9091,PALWAL,15
9093,AMBALA URBAN,15
9100,YAMUNANAGAR,15
9101,JHAJJAR,15
9103,FARIDABAD,15
9196,AMBALA,15
9325,PALWAL,15
9351,YAMUNANAGAR,15
9361,AMBALA,15
9368,GURGAON,15
9391,PANCHKULA,15
9399,SIRSA,15
9403,KURUKSHETRA,15
9408,HISSAR,15
9410,REWARI,15
9429,KARNAL,15
9439,AMBALA URBAN,15
9524,GURGAON,15
9550,KAITHAL,15
9578,PANIPAT,15
9594,KARNAL,15
9651,YAMUNANAGAR,15
9746,PANCHKULA,15
9763,FATEHABAD,15
9773,PANCHKULA,15
9814,BHIWANI,15
10,BHATINDA,30
97,GURDASPUR,30
117,SAS NGR,30
118,TARN TARAN,30
129,PATHANKOT,30
144,ROPAR,30
226,MAJITHA,30
282,PATIALA,30
341,KAPURTHALA,30
364,FAZILKA,30
375,MOGA,30
392,G.R.P,30
401,LUDHIANA,30
424,BHATINDA,30
440,LUDHIANA,30
501,AMRITSAR,30
502,FARIDKOT,30
514,ROPAR,30
543,G.R.P,30
550,KHANNA,30
580,BATALA,30
609,HOSHIARPUR,30
637,HOSHIARPUR,30
662,JAGRAON,30
664,MOGA,30
686,SAS NGR,30
697,MOGA,30
717,KAPURTHALA,30
728,BARNALA,30
752,TOTAL,30
753,G.R.P,30
773,SAS NGR,30
785,BARNALA,30
793,FARIDKOT,30
810,BATALA,30
898,LUDHIANA,30
922,SBS NAGAR,30
938,FEROZPUR,30
970,MUKTSAR,30
1002,FEROZPUR,30
1032,FEROZEPUR,30
1127,PATIALA,30
1155,KAPURTHALA,30
1166,TARN TARAN,30
1183,G.R.P,30
1195,PATIALA,30
1196,HOSHIARPUR,30
1208,FEROZPUR,30
1304,KHANNA,30
1317,FEROZPUR,30
1444,PATIALA,30
1475,BARNALA,30
1487,JALANDHAR,30
1504,TOTAL,30
1522,BARNALA,30
1606,SANGRUR,30
1609,SBS NAGAR,30
1610,AMRITSAR RURAL,30
1612,BHATINDA,30
1627,JALANDHAR,30
1630,LUDHIANA RURAL,30
1635,KHANNA,30
1761,MANSA,30
1763,TARN TARAN,30
1790,HOSHIARPUR,30
1838,HOSHIARPUR,30
1883,BHATINDA,30
1898,PATIALA,30
1920,MOGA,30
1926,ROPAR,30
2046,PATIALA,30
2136,FEROZEPUR,30
2195,SAS NGR,30
2198,SANGRUR,30
2308,KAPURTHALA,30
2311,LUDHIANA,30
2349,SANGRUR,30
2373,ROPAR,30
2381,KHANNA,30
2414,TARN TARAN,30
2439,BHATINDA,30
2443,MUKTSAR,30
2448,FATEHGARH SAHIB,30
2449,BATALA,30
2462,JAGRAON,30
2489,JAGRAON,30
2510,TOTAL,30
2522,AMRITSAR,30
2541,FATEHGARH SAHIB,30
2575,GURDASPUR,30
2598,MUKTSAR,30
2644,NAWAN SHAHR,30
2647,FAZILKA,30
2667,CP AMRITSAR,30
2680,HOSHIARPUR,30
2761,JALANDHAR,30
2763,ROPAR,30
2781,SBS NAGAR,30
2783,AMRITSAR,30
2806,FARIDKOT,30
2896,KAPURTHALA,30
2905,MUKTSAR,30
3005,SANGRUR,30
3035,JALANDHAR,30
3039,MUKTSAR,30
3049,KHANNA,30
3130,KHANNA,30
3136,FARIDKOT,30
3151,GURDASPUR,30
3164,CP JALANDHAR,30
3243,CP AMRITSAR,30
3250,KHANNA,30
3254,TOTAL,30
3259,SANGRUR,30
3323,KHANNA,30
3355,AMRITSAR,30
3421,KHANNA,30
3449,MUKTSAR,30
3462,HOSHIARPUR,30
3512,MAJITHA,30
3531,AMRITSAR,30
3586,SANGRUR,30
3656,CP LUDHIANA,30
3667,AMRITSAR RURAL,30
3767,ROPAR,30
3803,GURDASPUR,30
3843,SAS NGR,30
3844,GURDASPUR,30
3873,JALANDHAR,30
3923,MANSA,30
3979,CP JALANDHAR,30
3982,JALANDHAR,30
3988,FATEHGARH SAHIB,30
4065,PATIALA,30
4074,FARIDKOT,30
4118,BARNALA,30
4125,FEROZPUR,30
4132,AMRITSAR,30
4228,FEROZPUR,30
4243,MANSA,30
4257,ROPAR,30
4314,JAGRAON,30
4332,SANGRUR,30
4335,KHANNA,30
4363,G.R.P,30
4373,FATEHGARH SAHIB,30
4501,MOGA,30
4544,KHANNA,30
4549,NAWAN SHAHR,30
4585,ROPAR,30
4616,FEROZEPUR,30
4632,HOSHIARPUR,30
4636,MANSA,30
4661,TARN TARAN,30
4677,BHATINDA,30
4692,TARN TARAN,30
4722,CP LUDHIANA,30
4724,TOTAL,30
4742,LUDHIANA,30
4769,JAGRAON,30
4803,PATIALA,30
4854,MOGA,30
4867,HOSHIARPUR,30
4915,MOGA,30
4948,MOGA,30
4956,G.R.P,30
4961,BARNALA,30
4984,MANSA,30
4999,MUKTSAR,30
5001,BATALA,30
5015,AMRITSAR RURAL,30
5071,FARIDKOT,30
5076,FARIDKOT,30
5107,BATALA,30
